OrderNumber;OrderDate;ShipDate;EmployeeIdentifier;EmployeeFirstName;EmployeeLastName;CustomerAccountNumber;CustomerFirstName;CustomerLastName;CustomerAddr;CustomerCity;CustomerCountry;SaleAmount;SaleCost
O-1184;22/08/2018;26/08/2018;E-281;Shu;Ito;C-29748;Geri;Farrell;49925 Crestview Drive N.E.;Rio Rancho;US;42341,075;37497,26
O-1185;22/08/2018;25/08/2018;E-278;Garrett;Vargas;C-29969;Robert;Lyeba;63 Free St.;Toronto;CA;1362,3067;1021,87
O-1186;22/08/2018;24/08/2018;E-275;Michael;Blythe;C-30096;Mary;Vaca;630 Oldgate Lane;Milford;US;5,7;2,72
O-1187;22/08/2018;25/08/2018;E-275;Michael;Blythe;C-29610;Deanna;Buskirk;25264 E. 260th;Euclid;US;7349,9601;6914,84
O-1188;22/08/2018;24/08/2018;E-279;Tsvi;Reiter;C-29642;Elizabeth;Catalano;Foothills Mall;Maryville;US;35410,9983;21802,55
O-1189;23/08/2018;27/08/2018;E-275;Michael;Blythe;C-29844;Nancy;Hirota;Stateline Plaza;Plaistow;US;23983,6988;20709,92
O-1190;23/08/2018;26/08/2018;E-279;Tsvi;Reiter;C-30084;Abe;Tramel;Silver Sands Factory Outlet;Destin;US;183,9382;138,1
O-1191;24/08/2018;26/08/2018;E-279;Tsvi;Reiter;C-29715;Andrew;Dixon;6555 Quince Road, Suite 2025;Memphis;US;25686,5186;18877,02
O-1192;24/08/2018;26/08/2018;E-281;Shu;Ito;C-29686;Jack;Creasey;Factory Merchants;Barstow;US;2169,0469;1457,17
O-1193;24/08/2018;27/08/2018;E-277;Jillian;Carson;C-30003;Yvonne;McKay;Horizon Outlet;Woodbury;US;4079,988;2861,3
O-1194;24/08/2018;27/08/2018;E-275;Michael;Blythe;C-29566;Mae;Black;Redford Plaza;Redford;US;4082,088;3122,8
O-1195;24/08/2018;27/08/2018;E-277;Jillian;Carson;C-29702;Aidan;Delaney;Corporate Office;Garland;US;26967,1293;14934,4
O-1196;25/08/2018;28/08/2018;E-279;Tsvi;Reiter;C-29661;Charles;Christensen;Edgewater Mall;Biloxi;US;18648,607;13018,59
O-1197;26/08/2018;27/08/2018;E-276;Linda;Mitchell;C-29944;Bonnie;Lepro;25600 E St Andrews Pl;Santa Ana;US;5007,72;2772,77
O-1198;26/08/2018;28/08/2018;E-277;Jillian;Carson;C-29967;Judy;Lundahl;25149 Howard Dr;West Chicago;US;25706,4831;17547,24
O-1199;27/08/2018;04/09/2018;E-278;Garrett;Vargas;C-29824;Brenda;Heaney;990th Floor 700 De La GauchetiSre Ou;Montreal;CA;27666,4493;19211,58
O-1200;27/08/2018;29/08/2018;E-279;Tsvi;Reiter;C-29504;J. Phillip;Alexander;Belz Factory Outlet;Pigeon Forge;US;16369,1545;11518,97
O-1201;27/08/2018;29/08/2018;E-277;Jillian;Carson;C-29637;Donna;Carreras;12345 Sterling Avenue;Irving;US;15439,0357;13470,56
O-1202;27/08/2018;30/08/2018;E-277;Jillian;Carson;C-29651;Lee;Chapla;99433 S. Greenbay Rd.;Racine;US;6035,8246;4588,43
O-1203;28/08/2018;30/08/2018;E-275;Michael;Blythe;C-29886;Willis;Johnson;25850 Post Road;Westport;US;57,6808;42,61
O-1204;28/08/2018;01/09/2018;E-277;Jillian;Carson;C-29769;Jon;Ganio;3900 S. 997th St.;Milwaukee;US;6101,382;3550,39
O-1205;28/08/2018;29/08/2018;E-276;Linda;Mitchell;C-29883;Barry;Johnson;2530 South Colorado Blvd.;Denver;US;3427,4236;2301,17
O-1206;29/08/2018;02/09/2018;E-276;Linda;Mitchell;C-30052;Abraham;Swearengin;9920 Bridgepointe Parkway;San Mateo;US;5538,5094;3995,48
O-1207;29/08/2018;01/09/2018;E-281;Shu;Ito;C-29690;Conor;Cunningham;Sports Store At Park City;Park City;US;81164,2329;49315,39
O-1208;29/08/2018;29/08/2018;E-278;Garrett;Vargas;C-29761;Susan;French;69251 Creditview Road;Mississauga;CA;7802,8815;4950,93
O-1209;30/08/2018;03/09/2018;E-283;David;Campbell;C-29810;Jean;Handley;259826 Russell Rd. South;Kent;US;14263,458;9520,86
O-1210;30/08/2018;02/09/2018;E-279;Tsvi;Reiter;C-29721;Gary;Drury;254075 Biscayne Blvd.;North Miami Beach;US;9794,6422;4335,11
O-1211;30/08/2018;08/09/2018;E-275;Michael;Blythe;C-29581;Sara;Breer;Saltonstall Parkway;East Haven;US;12907,7717;6199,6
O-1212;30/08/2018;30/08/2018;E-276;Linda;Mitchell;C-29565;Jimmy;Bischoff;3065 Santa Margarita Parkway;Trabuco Canyon;US;419,4589;324,12
O-1213;31/08/2018;03/09/2018;E-279;Tsvi;Reiter;C-29685;Pamela;Cox;99842 White Mill East;Decatur;US;20351,34;15916,78
O-1214;01/10/2018;05/10/2018;E-279;Tsvi;Reiter;C-30013;Deanna;Meyer;Peach Festival Outlet;Byron;US;2203,0738;1791,76
O-1215;01/10/2018;03/10/2018;E-277;Jillian;Carson;C-29583;Alan;Brewer;4255 East Lies Road;Carol Stream;US;722,5949;438,03
O-1216;01/10/2018;12/10/2018;E-279;Tsvi;Reiter;C-29968;Helen;Lutes;Po Box 2257;Greensboro;US;6074,982;4485,77
O-1217;01/10/2018;03/10/2018;E-274;Stephen;Jiang;C-29493;Ronald;Adina;Hilton Head Factory Outlets No. 25;Bluffton;US;2146,962;1635,77
O-1218;01/10/2018;03/10/2018;E-282;José;Saraiva;C-29803;Hattie;Haemon;55 Lakeshore Blvd East;Toronto;CA;14290,1984;10263,22
O-1219;01/10/2018;03/10/2018;E-278;Garrett;Vargas;C-29539;Josh;Barnhill;25 First Canadian Place;Toronto;CA;3389,6981;1218,94
O-1220;01/10/2018;02/10/2018;E-276;Linda;Mitchell;C-29901;John;Kelly;Pacific West Outlet;Gilroy;US;41097,6007;38574,21
O-1221;01/10/2018;04/10/2018;E-277;Jillian;Carson;C-29769;Jon;Ganio;3900 S. 997th St.;Milwaukee;US;30609,7234;13091,78
O-1222;02/10/2018;04/10/2018;E-281;Shu;Ito;C-29562;Steven;Brown;5500 Grossmont Center Drive;La Mesa;US;104111,5156;85694,19
O-1223;02/10/2018;11/10/2018;E-282;José;Saraiva;C-29950;Yale;Li;992 St Clair Ave East;Toronto;CA;26171,9347;18650,12
O-1224;03/10/2018;06/10/2018;E-275;Michael;Blythe;C-29664;Gina;Clark;123 Union Square South;New York;US;4082,088;3600,81
O-1225;03/10/2018;05/10/2018;E-278;Garrett;Vargas;C-29755;Kelly;Focht;5990 Avebury Road;Mississauga;CA;4102,788;2967,96
O-1226;03/10/2018;13/10/2018;E-275;Michael;Blythe;C-29509;Michael;Allen;Lake Region Factory Outlet;Tilton;US;28557,875;10712,06
O-1227;03/10/2018;07/10/2018;E-278;Garrett;Vargas;C-29969;Robert;Lyeba;63 Free St.;Toronto;CA;10393,2366;6285,83
O-1228;03/10/2018;06/10/2018;E-277;Jillian;Carson;C-30090;Christie;Trujillo;One Dancing, Rr No. 25;Round Rock;US;28416,3962;12193,48
O-1229;04/10/2018;06/10/2018;E-275;Michael;Blythe;C-29966;Richard;Lum;Attn: Accounts Payable;Melville;US;59944,5457;48441,19
O-1230;05/10/2018;08/10/2018;E-279;Tsvi;Reiter;C-29504;J. Phillip;Alexander;Belz Factory Outlet;Pigeon Forge;US;82101,9756;47241,48
O-1231;05/10/2018;05/10/2018;E-276;Linda;Mitchell;C-29522;Thomas;Armstrong;Fox Hills;Culver City;US;20980,152;17121,9
O-1232;05/10/2018;14/10/2018;E-282;José;Saraiva;C-30074;Yuping;Tian;Depot 80;Sillery;CA;19985,7845;14071,99
O-1233;05/10/2018;08/10/2018;E-279;Tsvi;Reiter;C-30068;James;Thomas;42500 West Park Drive;Atlanta;US;183,9382;137,02
O-1234;05/10/2018;08/10/2018;E-281;Shu;Ito;C-29914;Christian;Kleinerman;25150 El Camino Real;San Bruno;US;477,8806;453,7
O-1235;06/10/2018;14/10/2018;E-277;Jillian;Carson;C-29651;Lee;Chapla;99433 S. Greenbay Rd.;Racine;US;25618,7006;16718,76
O-1236;06/10/2018;06/10/2018;E-276;Linda;Mitchell;C-29938;Frank;Campbell;251340 E. South St.;Cerritos;US;47370,7652;32174,23
O-1237;06/10/2018;09/10/2018;E-277;Jillian;Carson;C-29702;Aidan;Delaney;Corporate Office;Garland;US;46173,7216;27302,52
O-1238;06/10/2018;10/10/2018;E-275;Michael;Blythe;C-29498;Kim;Akers;Granite State Marketplace;Hooksett;US;776,3569;573,89
O-1239;06/10/2018;08/10/2018;E-283;David;Campbell;C-29885;David;Johnson;7990 Ocean Beach Hwy.;Longview;US;58494,7906;32394,41
O-1240;06/10/2018;15/10/2018;E-277;Jillian;Carson;C-29774;Darren;Gehring;509 Nafta Boulevard;Laredo;US;38308,8583;28888,71
O-1241;07/10/2018;09/10/2018;E-278;Garrett;Vargas;C-29515;Maxwell;Amland;Suite 99320 255 - 510th Avenue S.W.;Calgary;CA;85982,4771;72018,93
O-1242;07/10/2018;07/10/2018;E-279;Tsvi;Reiter;C-29808;James;Hamilton;1 Corporate Center Drive;Miami;US;4811,5349;3985,39
O-1243;07/10/2018;10/10/2018;E-283;David;Campbell;C-29632;Jovita;Carmody;253950 N.E. 178th Place;Woodinville;US;4079,988;1642,2
O-1244;07/10/2018;10/10/2018;E-279;Tsvi;Reiter;C-29624;Joseph;Cantoni;25631 Florida Mall Ave.;Orlando;US;126198,3362;78596,33
O-1245;07/10/2018;09/10/2018;E-277;Jillian;Carson;C-29674;Scott;Colvin;25550 Executive Dr;Elgin;US;144,202;96,63
O-1246;07/10/2018;09/10/2018;E-276;Linda;Mitchell;C-29757;Garth;Fort;3250 Baldwin Park Blvd;Baldwin Park;US;26367,395;17542,23
O-1247;08/10/2018;10/10/2018;E-280;Pamela;Ansman-Wolfe;C-29582;Ted;Bremer;Bldg. 9n/99298;Redmond;US;43520,1264;24205,9
O-1248;08/10/2018;11/10/2018;E-278;Garrett;Vargas;C-29577;Lester;Bowman;770 Notre Datme Quest Bureau 800;Montreal;CA;5821,11;3889,08
O-1249;08/10/2018;10/10/2018;E-283;David;Campbell;C-29585;Christopher;Bright;Washington Square;Portland;US;419,4589;256,46
O-1250;08/10/2018;10/10/2018;E-282;José;Saraiva;C-29722;Reuben;D'sa;9950 Ferrand Drive, 9th Floor;Toronto;CA;88977,3784;78656
O-1251;09/10/2018;12/10/2018;E-282;José;Saraiva;C-29698;Jacob;Dean;#9900 2700 Production Way;Burnaby;CA;19499,7922;12628,06
O-1252;09/10/2018;12/10/2018;E-275;Michael;Blythe;C-29731;Carla;Eldridge;Washington Square Ii;Indianapolis;US;838,9178;572,81
O-1253;10/10/2018;10/10/2018;E-281;Shu;Ito;C-29834;Cheryl;Herring;Corp Ofc Accts Payable;El Segundo;US;29614,2125;19927,4
O-1254;10/10/2018;12/10/2018;E-277;Jillian;Carson;C-29708;Prashanth;Desai;Sapp Road West;Round Rock;US;14008,6057;12761,84
O-1255;10/10/2018;12/10/2018;E-282;José;Saraiva;C-29807;Bryan;Hamilton;Station E;Chalk Riber;CA;16259,8654;12698,96
O-1256;11/10/2018;13/10/2018;E-279;Tsvi;Reiter;C-29642;Elizabeth;Catalano;Foothills Mall;Maryville;US;40706,7309;28445,86
O-1257;11/10/2018;15/10/2018;E-280;Pamela;Ansman-Wolfe;C-29742;Twanna;Evans;Lewis County Mall;Chehalis;US;38638,7462;26614,37
O-1258;11/10/2018;13/10/2018;E-278;Garrett;Vargas;C-29789;Brian;Goldstein;965 De La Gauchetiere West;Montreal;CA;16506,1424;10549,07
O-1259;11/10/2018;14/10/2018;E-275;Michael;Blythe;C-29955;David;Liu;855 East Main Avenue;Zeeland;US;41868,906;33164,36
O-1260;11/10/2018;13/10/2018;E-276;Linda;Mitchell;C-30056;Clarence;Tatman;San Diego Factory;San Ysidro;US;34978,0589;20864,41
O-1262;11/10/2018;12/10/2018;E-275;Michael;Blythe;C-29555;Max;Benson;675 East Ave.;Warwick;US;3427,4236;2267,92
O-1263;12/10/2018;19/10/2018;E-279;Tsvi;Reiter;C-29756;Jeffrey;Ford;Market Square Shopping Center;Lakeland;US;2162,0111;2027,97
O-1264;12/10/2018;16/10/2018;E-275;Michael;Blythe;C-29592;Kevin;Browne;9975 Union St.;Waterbury;US;6641,1311;4274,9
O-1265;12/10/2018;14/10/2018;E-277;Jillian;Carson;C-29967;Judy;Lundahl;25149 Howard Dr;West Chicago;US;40149,6431;24455,15
O-1266;12/10/2018;16/10/2018;E-278;Garrett;Vargas;C-29649;Pat;Chambers;30025 Wayburne Drive, Suite 275;Burnaby;CA;12455,2805;7737,22
O-1267;12/10/2018;16/10/2018;E-279;Tsvi;Reiter;C-29681;Patrick;Cook;25 Myrtle Beach;Myrtle Beach;US;2133,1707;1597,74
O-1268;13/10/2018;16/10/2018;E-279;Tsvi;Reiter;C-29721;Gary;Drury;254075 Biscayne Blvd.;North Miami Beach;US;3356,1637;1894,55
O-1269;13/10/2018;13/10/2018;E-277;Jillian;Carson;C-30095;Sunil;Uppal;25500 Old Spanish Trail;Houston;US;28122,9884;25681,91
O-1270;13/10/2018;17/10/2018;E-280;Pamela;Ansman-Wolfe;C-29571;Gabriel;Bockenkamp;67 Rainer Ave S;Renton;US;10160,1565;6734,15
O-1271;13/10/2018;16/10/2018;E-278;Garrett;Vargas;C-30010;Stephen;Mew;250 Kingsbridge Garden Circle;Mississauga;CA;419,4589;316,73
O-1272;13/10/2018;16/10/2018;E-279;Tsvi;Reiter;C-29846;Douglas;Hite;32525 Hollywood Blvd.;Hollywood;US;30095,1611;23131,14
O-1273;13/10/2018;16/10/2018;E-276;Linda;Mitchell;C-30100;Jessie;Valerio;Mall Of Orange;Orange;US;26112,205;24715,21
O-1274;14/10/2018;21/10/2018;E-275;Michael;Blythe;C-29581;Sara;Breer;Saltonstall Parkway;East Haven;US;29226,2517;15940
O-1275;14/10/2018;17/10/2018;E-282;José;Saraiva;C-29620;Joan;Campbell;P.O. Box 44000;Winnipeg;CA;8184,876;7691,33
O-1276;14/10/2018;16/10/2018;E-280;Pamela;Ansman-Wolfe;C-29588;Willie;Brooks;Holiday Village Mall;Great Falls;US;722,5949;602,71
O-1277;14/10/2018;16/10/2018;E-280;Pamela;Ansman-Wolfe;C-29921;Joy;Koski;258101 Nw Evergreen Parkway;Beaverton;US;69681,6887;47704,08
O-1278;14/10/2018;18/10/2018;E-276;Linda;Mitchell;C-29818;Roger;Harui;9927 N. Main St.;Tooele;US;67458,9556;48536,72
O-1279;15/10/2018;16/10/2018;E-279;Tsvi;Reiter;C-29749;Hanying;Feng;Savannah Festival Outlet;Savannah;US;35651,0339;21379,92
O-1280;15/10/2018;17/10/2018;E-281;Shu;Ito;C-30076;Diane;Tibbott;8525 South Parker Road;Parker;US;24901,8424;14104,4
O-1281;15/10/2018;17/10/2018;E-280;Pamela;Ansman-Wolfe;C-29773;Orlando;Gee;2251 Elliot Avenue;Seattle;US;19669,4111;11518,41
O-1282;15/10/2018;18/10/2018;E-274;Stephen;Jiang;C-29764;John;Ford;23025 S.W. Military Rd.;San Antonio;US;4194,589;3259,62
O-1283;36/10/2018;19/10/2018;E-282;José;Saraiva;C-29988;Steve;Masters;2545 King Street West;Toronto;CA;1195,8158;990,26
O-1284;16/10/2018;20/10/2018;E-279;Tsvi;Reiter;C-29715;Andrew;Dixon;6555 Quince Road, Suite 2025;Memphis;US;48156,2081;33410,78
O-1285;16/10/2018;20/10/2018;E-281;Shu;Ito;C-29897;Kay;Krane;Prime Outlets;Phoenix;US;5202,6366;3073,2
O-1286;16/10/2018;16/10/2018;E-275;Michael;Blythe;C-29724;Bernard;Duerr;Connecticut Post Mall;Milford;US;22817,6077;12914,77
O-1287;16/10/2018;19/10/2018;E-282;José;Saraiva;C-29785;Diane;Glimp;4400 March Road;Kanata;CA;936,6567;619,23
O-1288;16/10/2018;18/10/2018;E-276;Linda;Mitchell;C-29703;Stefan;Delmarco;Incom Sports Center;Ontario;US;57700,2263;35577,96
O-1289;16/10/2018;19/10/2018;E-283;David;Campbell;C-29622;Henry;Campen;2507 Pacific Ave S;Tacoma;US;42254,5844;25589,37
O-1290;16/10/2018;18/10/2018;E-277;Jillian;Carson;C-29906;Imtiaz;Khan;25095 W. Florissant;Ferguson;US;28672,9735;19572,17
O-1291;17/10/2018;19/10/2018;E-280;Pamela;Ansman-Wolfe;C-30004;Nkenge;McLin;Frontier Mall;Cheyenne;US;50827,1365;17291,39
O-1292;17/10/2018;17/10/2018;E-282;José;Saraiva;C-29714;Rudolph;Dillon;595 Burning Street;Vancouver;CA;29751,2786;26103,77
O-1293;17/10/2018;20/10/2018;E-283;David;Campbell;C-29915;Andrew;Kobylinski;2526a Tri-Lake Blvd Ne;Kirkland;US;4049,988;2747,92
O-1294;17/10/2018;20/10/2018;E-275;Michael;Blythe;C-29746;Fadi;Fakhouri;Cherry Grove Plaza;Cincinnati;US;42894,3431;31128,42
O-1295;17/10/2018;20/10/2018;E-276;Linda;Mitchell;C-29982;Melissa;Marple;603 Gellert Blvd;Daly City;US;424,6454;286,72
O-1296;17/10/2018;20/10/2018;E-281;Shu;Ito;C-29521;Tom;Johnston;Belz Factory Outlet;Las Vegas;US;46957,8291;35335,77
O-1297;17/10/2018;20/10/2018;E-276;Linda;Mitchell;C-29788;Mete;Goktepe;Hanford Mall;Hanford;US;838,9178;599,32
O-1298;18/10/2018;20/10/2018;E-280;Pamela;Ansman-Wolfe;C-29925;Margaret;Krupka;Great Northwestern;North Bend;US;74394,4204;47076,79
O-1299;18/10/2018;22/10/2018;E-276;Linda;Mitchell;C-29944;Bonnie;Lepro;25600 E St Andrews Pl;Santa Ana;US;2292,5087;1761,11
O-1300;19/10/2018;21/10/2018;E-276;Linda;Mitchell;C-29673;John;Colon;77 Beale Street;San Francisco;US;12962,4843;5426,09
O-1301;19/10/2018;22/10/2018;E-276;Linda;Mitchell;C-29531;Cory;Booth;Eastern Beltway Center;Las Vegas;US;13673,8182;8517,42
O-1302;20/10/2018;24/10/2018;E-279;Tsvi;Reiter;C-29888;Brannon;Jones;3990 Silas Creek Parkway;Winston-Salem;US;32857,407;20943,31
O-1303;20/10/2018;23/10/2018;E-277;Jillian;Carson;C-29486;Kim;Abercrombie;Tanger Factory;Branch;US;67369,2136;39377,3
O-1304;20/10/2018;23/10/2018;E-277;Jillian;Carson;C-29637;Donna;Carreras;12345 Sterling Avenue;Irving;US;14494,3943;9866,33
O-1305;20/10/2018;23/10/2018;E-275;Michael;Blythe;C-29487;Humberto;Acevedo;Johnny Appleseed Shop.center;Mansfield;US;17107,4924;10124,21
O-1306;20/10/2018;23/10/2018;E-281;Shu;Ito;C-29690;Conor;Cunningham;Sports Store At Park City;Park City;US;92832,3445;50612,19
O-1307;21/10/2018;23/10/2018;E-275;Michael;Blythe;C-29791;Linda;Gonzales;250 E. County Line Rd.;Indianapolis;US;17451,416;12043,22
O-1308;21/10/2018;24/10/2018;E-275;Michael;Blythe;C-29688;Grant;Culbertson;399700 John R. Rd.;Madison Heights;US;2254,9498;1288,7
O-1309;21/10/2018;24/10/2018;E-281;Shu;Ito;C-29716;Blaine;Dockter;99000 S. Avalon Blvd. Suite 750;Carson;US;57804,9674;31642,44
O-1310;21/10/2018;24/10/2018;E-277;Jillian;Carson;C-29508;Marvin;Allen;First Colony Mall;Sugar Land;US;874,794;652,42
O-1311;21/10/2018;24/10/2018;E-278;Garrett;Vargas;C-29830;Kari;Hensien;253131 Lake Frasier Drive, Office No. 2;Calgary;CA;1450,8898;791,75
O-1312;21/10/2018;25/10/2018;E-277;Jillian;Carson;C-30117;Robert;Vessa;72540 Blanco Rd.;San Antonio;US;43615,4161;29876,56
O-1313;21/10/2018;25/10/2018;E-282;José;Saraiva;C-29794;Derek;Graham;655-4th Ave S.W.;Calgary;CA;23590,8589;16308,36
O-1314;21/10/2018;24/10/2018;E-282;José;Saraiva;C-29558;John;Berger;5700 Explorer Drive;Mississauga;CA;6127,782;3728,75
O-1315;22/10/2018;26/10/2018;E-276;Linda;Mitchell;C-30022;Dylan;Miller;Parkway Plaza;El Cajon;US;1749,588;1400,72
O-1316;22/10/2018;25/10/2018;E-278;Garrett;Vargas;C-29548;Ann;Beebe;25537 Hillside Avenue;Victoria;CA;603,3971;464,2
O-1317;22/10/2018;01/11/2018;E-277;Jillian;Carson;C-29569;Linda;Burnett;2505 Gateway Drive;North Sioux City;US;2146,962;1335,41
O-1318;22/10/2018;25/10/2018;E-276;Linda;Mitchell;C-29865;Lucio;Iallo;Simi @ The Plaza;Simi Valley;US;4710,9421;3491,28
O-1319;22/10/2018;22/10/2018;E-277;Jillian;Carson;C-29930;Peter;Kurniawan;63 W Monroe;Chicago;US;367,8764;247,29
O-1320;23/10/2018;27/10/2018;E-279;Tsvi;Reiter;C-29963;Spencer;Low;2550 High Street;La Vergne;US;19237,2798;13685,4
O-1321;23/10/2018;24/10/2018;E-278;Garrett;Vargas;C-29705;Della;Demott Jr;25575 The Queensway;Etobicoke;CA;68958,1569;41078,38
O-1322;23/10/2018;23/10/2018;E-276;Linda;Mitchell;C-29883;Barry;Johnson;2530 South Colorado Blvd.;Denver;US;25631,9999;23235,41
O-1323;23/10/2018;23/10/2018;E-277;Jillian;Carson;C-30106;Michael;Vanderhyde;Lincoln Square;Arlington;US;21596,2123;9729,09
O-1324;23/10/2018;26/10/2018;E-282;José;Saraiva;C-29740;Martha;Espinoza;6700 Boul Taschereau;Brossard;CA;20847,928;7334,3
O-1325;23/10/2018;26/10/2018;E-277;Jillian;Carson;C-29659;Ruth;Choin;7760 N. Pan Am Expwy;San Antonio;US;10830,1496;7164,14
O-1326;24/10/2018;27/10/2018;E-279;Tsvi;Reiter;C-29518;Sabria;Appelbaum;Turfway Retail Center;Florence;US;2342,1149;1441,8
O-1327;24/10/2018;28/10/2018;E-275;Michael;Blythe;C-29961;John;Long;6900 William Richardson Ct.;South Bend;US;17871,4452;9954,4
O-1328;24/10/2018;27/10/2018;E-278;Garrett;Vargas;C-30058;Mike;Taylor;750 Philip Street;Waterloo;CA;4049,988;2651,12
O-1329;24/10/2018;24/10/2018;E-281;Shu;Ito;C-29686;Jack;Creasey;Factory Merchants;Barstow;US;10382,8636;8261,64
O-1330;24/10/2018;26/10/2018;E-282;José;Saraiva;C-29510;Cecil;Allison;254 Colonnade Road;Nepean;CA;41452,6462;28034,43
O-1331;24/10/2018;26/10/2018;E-277;Jillian;Carson;C-29866;Richard;Irwin;99828 Routh Street, Suite 825;Dallas;US;9855,7761;7278,49
O-1332;25/10/2018;29/10/2018;E-281;Shu;Ito;C-29728;Maciej;Dusza;2564 S. Redwood Rd.;Riverton;US;1749,588;1066,73
O-1333;25/10/2018;28/10/2018;E-276;Linda;Mitchell;C-29525;Teresa;Atkinson;The Citadel Commerce Plaza;City Of Commerce;US;99502,0328;63830,55
O-1334;25/10/2018;28/10/2018;E-280;Pamela;Ansman-Wolfe;C-29611;Jared;Bustamante;3307 Evergreen Blvd;Washougal;US;3018,3377;2427,35
O-1335;25/10/2018;29/10/2018;E-282;José;Saraiva;C-29639;Joseph;Castellucio;2511 Baker Road;Toronto;CA;45851,7478;28166,73
O-1336;25/10/2018;29/10/2018;E-283;David;Campbell;C-29810;Jean;Handley;259826 Russell Rd. South;Kent;US;34753,5572;23479,51
O-1337;25/10/2018;29/10/2018;E-281;Shu;Ito;C-29748;Geri;Farrell;49925 Crestview Drive N.E.;Rio Rancho;US;37591,6521;29039,55
O-1338;26/10/2018;29/10/2018;E-283;David;Campbell;C-29787;Scott;Gode;2583 Se 272nd St;Kent;US;42033,8061;31958,31
O-1339;26/10/2018;30/10/2018;E-276;Linda;Mitchell;C-29710;Brenda;Diaz;2560 E. Newlands Dr;Fernley;US;86796,1574;53613,99
O-1340;26/10/2018;29/10/2018;E-275;Michael;Blythe;C-29675;Aaron;Con;58 Teed Drive;Randolph;US;5492,1791;4482,17
O-1341;26/10/2018;29/10/2018;E-282;José;Saraiva;C-29813;Katherine;Harding;52560 Free Street;Toronto;CA;4076,388;2287,26
O-1342;26/10/2018;28/10/2018;E-277;Jillian;Carson;C-29523;John;Arthur;2345 North Freeway;Houston;US;30593,8757;21957,23
O-1343;27/10/2018;30/10/2018;E-275;Michael;Blythe;C-29669;Jeanette;Cole;P.O. Box 9005;Endicott;US;2604,0653;1961,13
O-1344;27/10/2018;30/10/2018;E-279;Tsvi;Reiter;C-29685;Pamela;Cox;99842 White Mill East;Decatur;US;32572,704;29357,77
O-1345;27/10/2018;31/10/2018;E-278;Garrett;Vargas;C-29946;Linda;Leste;630 University Avenue;Toronto;CA;15432,4643;11654,59
O-1346;28/10/2018;01/11/2018;E-276;Linda;Mitchell;C-29853;Juanita;Holman;Lake Elisnor Place;Lake Elsinore;US;34537,2578;24366,04
O-1347;28/10/2018;01/11/2018;E-279;Tsvi;Reiter;C-29945;Gloria;Lesko;9876 Fruitville Rd;Sarasota;US;39244,3122;21172,31
O-1348;28/10/2018;28/10/2018;E-277;Jillian;Carson;C-29668;Connie;Coffman;25269 Wood Dale Rd.;Wood Dale;US;419,4589;371,26
O-1349;28/10/2018;31/10/2018;E-275;Michael;Blythe;C-29554;Payton;Benson;997000 Telegraph Rd.;Southfield;US;3028,7107;1990,47
O-1350;28/10/2018;30/10/2018;E-279;Tsvi;Reiter;C-29507;Phyllis;Allen;Gulfport Factory Shops;Gulfport;US;97915,4075;65936,24
O-1351;28/10/2018;30/10/2018;E-282;José;Saraiva;C-29680;Dorothy;Contreras;Suite 25800 3401 - 10810th Avenue;Surrey;CA;12170,664;10090,69
O-1352;28/10/2018;31/10/2018;E-282;José;Saraiva;C-29892;Sandra;Kitt;258 King Street East;Toronto;CA;29797,1606;14859,84
O-1353;29/10/2018;02/11/2018;E-282;José;Saraiva;C-29541;Gytis;Barzdukas;25900-700-9th Ave S.W.;Calgary;CA;57,6808;41,93
O-1354;29/10/2018;01/11/2018;E-276;Linda;Mitchell;C-29511;Oscar;Alpuerto;Rocky Mountain Pines Outlet;Loveland;US;30635,5103;17162,01
O-1355;29/10/2018;29/10/2018;E-277;Jillian;Carson;C-29872;Jodan;Jacobson;6030 Robinson Road;Jefferson City;US;2133,1707;987,44
O-1356;29/10/2018;02/11/2018;E-279;Tsvi;Reiter;C-30088;David;Trolen;770 South Point Dr;Memphis;US;33438,7697;24380,21
O-1357;29/10/2018;01/11/2018;E-277;Jillian;Carson;C-29861;Phyllis;Huntsman;City Center;Minneapolis;US;104958,8068;68370,17
O-1358;30/10/2018;31/10/2018;E-282;José;Saraiva;C-30042;Ruby Sue;Styles;46990 Viking Way;Richmond;CA;1677,8356;1529,85
O-1359;30/10/2018;03/11/2018;E-279;Tsvi;Reiter;C-30011;Eric;Meyer;Horizon Outlet Center;Vero Beach;US;6476,0896;3760,67
O-1360;30/10/2018;02/11/2018;E-276;Linda;Mitchell;C-30012;Helen;Meyer;7505 Laguna Boulevard;Elk Grove;US;419,4589;396,98
O-1361;30/10/2018;01/11/2018;E-280;Pamela;Ansman-Wolfe;C-29617;Lindsey;Camacho;S Sound Ctr Suite 25300;Lacey;US;47716,8992;38393,02
O-1362;30/10/2018;01/11/2018;E-279;Tsvi;Reiter;C-29880;Samuel;Johnson;Carolina Factory Shops;Gaffney;US;49036,5151;35649,55
O-1364;31/10/2018;04/11/2018;E-276;Linda;Mitchell;C-30107;Margaret;Vanderkamp;62500 Neil Road;Reno;US;42563,6688;32935,77
O-1365;31/10/2018;02/11/2018;E-275;Michael;Blythe;C-29655;Nicky;Chesnut;9920 North Telegraph Rd.;Pontiac;US;6135,9224;2407,74
